id,1,2,3,4,5
0,0.3721746040224907,0.3389135126037998,0.3093483875216445,0.2927877941259937,0.4488649689044012
1,0.29969255002547235,0.2665021475370973,0.30894789283944135,0.29375847368190244,0.640843526482801
2,0.41540294785953147,0.40254940022496466,0.3093483875216445,0.28623891966485043,0.5174622670209779
4,0.22531142671618531,0.2527846729691873,0.3093483875216445,0.2993644848137008,0.5377798484399873
7,0.2671820910691934,0.18689713562960727,0.3650743454058104,0.3700869934260545,0.3368755843663389
9,0.27541250493900327,0.26400758197015345,0.3114825630422565,0.2989986647675982,0.6000655465648961
12,0.3515047240455455,0.3668973836335751,0.30670990653625657,0.2912536581515379,0.6118466184592469
14,0.35323436894513316,0.4169106021940143,0.3109618177478947,0.3077128171122177,0.33831393602060766
16,0.30903467075163993,0.4033811977069529,0.3609171978718089,0.35941050009692127,0.42754661277809564
21,0.3108280288778231,0.4498094681776377,0.3071104012184597,0.2894675926151498,0.4161160158230067
23,0.24997193333666398,0.29496564298475936,0.3454001835125321,0.31324873939416054,0.4077917696863519
26,0.32341577894488693,0.42400349004715804,0.3109618177478947,0.30050128866872217,0.3098293892775452
31,0.24455891949453026,0.31101448740517135,0.3093483875216445,0.300640208466967,0.49579664066208845
32,0.3297427360793274,0.3565971667072147,0.3071104012184597,0.2910274353694704,0.28749082974295925
33,0.28429282229182756,0.2918860055146388,0.3114825630422565,0.30477561655570584,0.29602617959835553
35,0.32491630682431244,0.39954274853354377,0.34783581435609057,0.313793426212256,0.36175582010704094
37,0.3154336672802632,0.3817874891280245,0.34709324948613046,0.3142503500703996,0.30182624404321284
38,0.2699068532745971,0.42596116975072695,0.3114825630422565,0.2956855354561447,0.31978904514420303
39,0.2740562445255266,0.42725854106476524,0.34709324948613046,0.38394336160504117,0.5370532424106413
40,0.2702472456434278,0.4065163070016037,0.3109618177478947,0.2799814212728369,0.26110895393022554
41,0.23118484374406786,0.35204266961423974,0.35211285107804774,0.31867209400323027,0.43935594630549685
44,0.319284285777541,0.42749285309637725,0.3315880776992581,0.33635143712481796,0.33175570178624675
47,0.24364394922829158,0.364311522306111,0.3454001835125321,0.3125687499539497,0.5262225956945736
48,0.3457894104179399,0.3821282398690999,0.3093483875216445,0.2845802467802329,0.472125071339519
52,0.3775684818479367,0.2745855817045549,0.3578418323323769,0.331489654041459,0.636651564328894
53,0.3324177113006201,0.3422954064704535,0.30670990653625657,0.2858863799120064,0.520475713674899
54,0.38706503639958834,0.32855212036732284,0.3093483875216445,0.30304552077578556,0.5801834836552767
55,0.3578000939565866,0.42364385672686655,0.3315880776992581,0.3335517162979985,0.5664173339141246
59,0.31103497946702785,0.302894674358796,0.3071104012184597,0.2992375889573446,0.49085274814874325
60,0.23735466559288004,0.35617982428908695,0.3484284952823241,0.35021000785888323,0.44306372678095257
62,0.288865200663144,0.22092631922186023,0.31573231831987314,0.29190990157640834,0.5339345061736243
64,0.32157838655952686,0.47583364368100944,0.3071104012184597,0.3272587724367809,0.48445019291488045
65,0.20198893756553932,0.287167858046676,0.3109618177478947,0.2875767505254409,0.26290060485936156
